V4	SYMBOL	GENENAME	seqnames	start	end	width	strand	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL
IP1_peak_1794	E130006D01Rik	RIKEN cDNA E130006D01 gene	chr5	111893925	111893925	1	*	7.67107	Distal Intergenic	5	111734303	111761725	27423	2	269683	ENSMUST00000129065.7	-132200	ENSMUSG00000085271
IP1_peak_233	Cdh23	cadherin related 23 (otocadherin)	chr10	60595508	60595508	1	*	7.59511	Intron (ENSMUST00000073242.10/22295, intron 5 of 66)	10	60628480	60653033	24554	2	22295	ENSMUST00000153677.1	57525	ENSMUSG00000012819
IP1_peak_539	Ccdc85c	coiled-coil domain containing 85C	chr12	108241086	108241086	1	*	7.57759	Intron (ENSMUST00000222310.1/668158, intron 1 of 5)	12	108206345	108275133	68789	2	668158	ENSMUST00000136175.2	34047	ENSMUSG00000084883
IP1_peak_673	5930438M14Rik	RIKEN cDNA 5930438M14 gene	chr13	101203087	101203087	1	*	7.57759	Distal Intergenic	13	101232127	101247551	15425	1	328324	ENSMUST00000223648.1	-29040	ENSMUSG00000114590
IP1_peak_940	Pros1	protein S (alpha)	chr16	63091562	63091562	1	*	7.57759	Intron (ENSMUST00000231727.1/ENSMUST00000231727.1, intron 4 of 4)	16	62921467	62928390	6924	1	19128	ENSMUST00000127502.1	170095	ENSMUSG00000022912
IP1_peak_1163	Opalin	oligodendrocytic myelin paranodal and inner loop protein	chr19	41101602	41101602	1	*	7.57759	Intron (ENSMUST00000025986.14/24087, intron 13 of 20)	19	41062473	41077113	14641	2	226115	ENSMUST00000087176.7	-24489	ENSMUSG00000050121
IP1_peak_1194	Plxdc2	plexin domain containing 2	chr2	16683112	16683112	1	*	7.57759	Intron (ENSMUST00000028081.12/67448, intron 9 of 13)	2	16638696	16751690	112995	1	67448	ENSMUST00000126173.1	44416	ENSMUSG00000026748
IP1_peak_1575	Kdm4c	lysine (K)-specific demethylase 4C	chr4	74554015	74554015	1	*	7.57759	Distal Intergenic	4	74262810	74273659	10850	1	76804	ENSMUST00000150439.1	291205	ENSMUSG00000028397
IP1_peak_597	Wnk2	WNK lysine deficient protein kinase 2	chr13	49020420	49020420	1	*	7.57023	Distal Intergenic	13	49037609	49060883	23275	2	75607	ENSMUST00000159196.7	40463	ENSMUSG00000037989
IP1_peak_685	Ptprg	protein tyrosine phosphatase receptor type G	chr14	11875353	11875353	1	*	7.57023	Intron (ENSMUST00000022264.12/19270, intron 2 of 29)	14	12091160	12122132	30973	1	19270	ENSMUST00000155727.2	-215807	ENSMUSG00000121513
IP1_peak_816	9330182O14Rik	RIKEN cDNA 9330182O14 gene	chr15	40115252	40115252	1	*	7.57023	Intron (ENSMUST00000227360.1/102636079, intron 2 of 2)	15	40134365	40150010	15646	1	328531	ENSMUST00000228780.1	-19113	ENSMUSG00000094112
IP1_peak_1167	Slit1	slit guidance ligand 1	chr19	41734721	41734721	1	*	7.57023	Intron (ENSMUST00000169141.7/20562, intron 1 of 35)	19	41646103	41743486	97384	2	20562	ENSMUST00000171586.1	8765	ENSMUSG00000025020
IP1_peak_1336	4933406D12Rik	RIKEN cDNA 4933406D12 gene	chr2	146686312	146686312	1	*	7.57023	Distal Intergenic	2	146542931	146546108	3178	1	74065	ENSMUST00000147212.1	143381	ENSMUSG00000085796
IP1_peak_1655	2610028E06Rik	RIKEN cDNA 2610028E06 gene	chr4	125932120	125932120	1	*	7.57023	Distal Intergenic	4	125918575	125922417	3843	2	72395	ENSMUST00000144539.1	-9703	ENSMUSG00000085562
IP1_peak_1739	Psapl1	prosaposin-like 1	chr5	36130684	36130684	1	*	7.57023	Intron (ENSMUST00000037370.13/81840, intron 3 of 26)	5	36204021	36206568	2548	1	76943	ENSMUST00000052224.5	-73337	ENSMUSG00000043430
IP1_peak_1877	Uncx	UNC homeobox	chr5	139535744	139535744	1	*	7.57023	Intron (ENSMUST00000198000.1/74973, intron 2 of 3)	5	139543494	139548179	4686	1	22255	ENSMUST00000172997.2	-7750	ENSMUSG00000029546
IP1_peak_214	Fyn	Fyn proto-oncogene	chr10	39321300	39321300	1	*	7.5648	Exon (ENSMUST00000215530.1/ENSMUST00000215530.1, exon 2 of 4)	10	39368855	39515668	146814	1	14360	ENSMUST00000148152.7	-47555	ENSMUSG00000019843
IP1_peak_1728	1700096K18Rik	RIKEN cDNA 1700096K18 gene	chr5	25610180	25610180	1	*	7.53788	Distal Intergenic	5	25530013	25531466	1454	1	73571	ENSMUST00000188465.1	80167	ENSMUSG00000101856
IP1_peak_1203	Rxra	retinoid X receptor alpha	chr2	27747017	27747017	1	*	7.50385	Intron (ENSMUST00000077257.11/20181, intron 4 of 9)	2	27740201	27748671	8471	1	20181	ENSMUST00000148756.1	6816	ENSMUSG00000015846
IP1_peak_891	Rimbp3	RIMS binding protein 3	chr16	17209044	17209044	1	*	7.49618	Promoter (<=1kb)	16	17208603	17213982	5380	1	239731	ENSMUST00000169803.4	441	ENSMUSG00000071636
IP1_peak_1213	Med27	mediator complex subunit 27	chr2	29516223	29516223	1	*	7.49618	Intron (ENSMUST00000028139.10/68975, intron 6 of 7)	2	29504871	29524681	19811	1	68975	ENSMUST00000147547.1	11352	ENSMUSG00000026799
IP1_peak_2112	Sox6	SRY (sex determining region Y)-box 6	chr7	115569005	115569005	1	*	7.47534	Intron (ENSMUST00000206034.1/20679, intron 9 of 15)	7	115512744	115597896	85153	2	20679	ENSMUST00000206775.1	28891	ENSMUSG00000051910
IP1_peak_1887	Fbxl18	F-box and leucine-rich repeat protein 18	chr5	142869587	142869587	1	*	7.47203	3' UTR	5	142871789	142895238	23450	2	231863	ENSMUST00000035985.7	25651	ENSMUSG00000066640
IP1_peak_545	Kif26a	kinesin family member 26A	chr12	112206843	112206843	1	*	7.46911	Distal Intergenic	12	112179154	112180533	1380	1	668303	ENSMUST00000183816.1	27689	ENSMUSG00000021294
IP1_peak_1069	Hspa9	heat shock protein 9	chr18	35019435	35019435	1	*	7.43843	Intron (ENSMUST00000237091.1/ENSMUST00000237091.1, intron 3 of 3)	18	34937414	34954357	16944	2	15526	ENSMUST00000025217.10	-65078	ENSMUSG00000024359
IP1_peak_195	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	chr10	17478807	17478807	1	*	7.38862	Distal Intergenic	10	17723218	17725674	2457	1	17684	ENSMUST00000038107.8	-244411	ENSMUSG00000039910
IP1_peak_300	Sertad2	SERTA domain containing 2	chr11	20650267	20650267	1	*	7.38862	3' UTR	11	20647155	20649065	1911	1	58172	ENSMUST00000109585.1	3112	ENSMUSG00000049800
IP1_peak_560	Gm11351	predicted gene 11351	chr13	25751098	25751098	1	*	7.38862	Distal Intergenic	13	25921033	25966316	45284	2	100503530	ENSMUST00000139335.2	215218	ENSMUSG00000086531
IP1_peak_583	Mcur1	mitochondrial calcium uniporter regulator 1	chr13	43531322	43531322	1	*	7.38862	Exon (ENSMUST00000222336.1/ENSMUST00000222336.1, exon 2 of 2)	13	43541699	43546120	4422	2	76137	ENSMUST00000223347.1	14798	ENSMUSG00000021371
IP1_peak_730	Rnaseh2b	ribonuclease H2, subunit B	chr14	62389549	62389549	1	*	7.38862	Distal Intergenic	14	62347299	62355327	8029	1	67153	ENSMUST00000156608.1	42250	ENSMUSG00000021932
IP1_peak_787	Tmtc4	transmembrane and tetratricopeptide repeat containing 4	chr14	122958237	122958237	1	*	7.38862	Intron (ENSMUST00000037726.13/70551, intron 5 of 17)	14	122943249	122954915	11667	2	70551	ENSMUST00000227430.1	-3322	ENSMUSG00000041594
IP1_peak_1142	Flrt1	fibronectin leucine rich transmembrane protein 1	chr19	7149014	7149014	1	*	7.38862	Intron (ENSMUST00000040261.6/107227, intron 3 of 10)	19	7092001	7105729	13729	2	396184	ENSMUST00000113383.3	-43285	ENSMUSG00000047787
IP1_peak_1165	Slit1	slit guidance ligand 1	chr19	41690256	41690256	1	*	7.38862	Intron (ENSMUST00000169141.7/20562, intron 4 of 35)	19	41646103	41743486	97384	2	20562	ENSMUST00000171586.1	53230	ENSMUSG00000025020
IP1_peak_1231	Arhgap15	Rho GTPase activating protein 15	chr2	43817468	43817468	1	*	7.38862	Intron (ENSMUST00000112824.7/76117, intron 2 of 14)	2	43748870	44387623	638754	1	76117	ENSMUST00000055776.7	68598	ENSMUSG00000049744
IP1_peak_1390	Cimip1	ciliary microtubule inner protein 1	chr2	173414126	173414126	1	*	7.38862	Distal Intergenic	2	173522586	173528501	5916	1	72221	ENSMUST00000029023.3	-108460	ENSMUSG00000027518
IP1_peak_1725	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	chr5	24453508	24453508	1	*	7.38862	Promoter (1-2kb)	5	24452334	24482328	29995	1	213990	ENSMUST00000199647.1	1174	ENSMUSG00000023353
IP1_peak_1977	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	chr6	93957384	93957384	1	*	7.38862	Intron (ENSMUST00000055224.14/14924, intron 1 of 21)	6	93678036	93913690	235655	2	14924	ENSMUST00000093769.7	-43694	ENSMUSG00000045095
IP1_peak_2040	Izumo1	izumo sperm-egg fusion 1	chr7	45623714	45623714	1	*	7.38862	Promoter (<=1kb)	7	45624393	45628823	4431	1	73456	ENSMUST00000209590.1	-679	ENSMUSG00000064158
IP1_peak_2094	Fchsd2	FCH and double SH3 domains 2	chr7	101101366	101101366	1	*	7.38862	Intron (ENSMUST00000208439.1/207278, intron 1 of 6)	7	101108733	101284405	175673	1	207278	ENSMUST00000032931.8	-7367	ENSMUSG00000030691
IP1_peak_2220	Nfix	nuclear factor I/X	chr8	84794028	84794028	1	*	7.38862	Intron (ENSMUST00000076715.12/18032, intron 1 of 8)	8	84713795	84800024	86230	2	18032	ENSMUST00000126806.1	5996	ENSMUSG00000001911
IP1_peak_2291	Tubb3	tubulin, beta 3 class III	chr8	123413102	123413102	1	*	7.38862	Promoter (1-2kb)	8	123411590	123421094	9505	1	22152	ENSMUST00000212743.1	1512	ENSMUSG00000062380
IP1_peak_2299	Pard3	par-3 family cell polarity regulator	chr8	127108083	127108083	1	*	7.38862	Intron (ENSMUST00000162309.7/93742, intron 1 of 24)	8	127073240	127426684	353445	1	93742	ENSMUST00000161277.7	34843	ENSMUSG00000025812
IP1_peak_2331	2900052N01Rik	RIKEN cDNA 2900052N01 gene	chr9	46636375	46636375	1	*	7.38862	Distal Intergenic	9	46913493	46927366	13874	1	73040	ENSMUST00000191603.6	-277118	ENSMUSG00000099696
IP1_peak_22	Cnnm3	cyclin M3	chr1	36523756	36523756	1	*	7.38608	Promoter (2-3kb)	1	36520761	36525600	4840	1	94218	ENSMUST00000135100.1	2995	ENSMUSG00000001138
IP1_peak_128	Qsox1	quiescin Q6 sulfhydryl oxidase 1	chr1	155790613	155790613	1	*	7.38608	Intron (ENSMUST00000035325.14/104009, intron 6 of 11)	1	155794343	155795417	1075	2	104009	ENSMUST00000132495.1	4804	ENSMUSG00000033684
IP1_peak_377	Lpo	lactoperoxidase	chr11	87817058	87817058	1	*	7.38608	Promoter (<=1kb)	11	87816569	87817505	937	2	76113	ENSMUST00000157004.1	447	ENSMUSG00000009356
IP1_peak_396	Mpp3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	chr11	102010196	102010196	1	*	7.38608	Promoter (<=1kb)	11	102008640	102010410	1771	2	13384	ENSMUST00000127053.1	214	ENSMUSG00000052373
IP1_peak_738	Ebf2	early B cell factor 2	chr14	67233556	67233556	1	*	7.38608	Promoter (<=1kb)	14	67233586	67430918	197333	1	13592	ENSMUST00000176161.7	-30	ENSMUSG00000022053
IP1_peak_922	Mir3081	microRNA 3081	chr16	44531082	44531082	1	*	7.38608	Intron (ENSMUST00000114634.2/117606, intron 1 of 18)	16	44558046	44558129	84	2	100526478	ENSMUST00000175305.1	27047	ENSMUSG00000093046
IP1_peak_932	4930404A05Rik	RIKEN cDNA 4930404A05 gene	chr16	52893090	52893090	1	*	7.38608	Intron (ENSMUST00000231992.1/ENSMUST00000231992.1, intron 3 of 5)	16	52799508	52815744	16237	2	73820	ENSMUST00000232028.1	-77346	ENSMUSG00000116611
IP1_peak_979	Tiam2	T cell lymphoma invasion and metastasis 2	chr17	3443421	3443421	1	*	7.38608	Intron (ENSMUST00000169838.8/24001, intron 9 of 26)	17	3454246	3531344	77099	1	24001	ENSMUST00000227405.1	-10825	ENSMUSG00000023800
IP1_peak_1057	Fzd8	frizzled class receptor 8	chr18	8871674	8871674	1	*	7.38608	Distal Intergenic	18	9212163	9218136	5974	1	14370	ENSMUST00000041080.6	-340489	ENSMUSG00000036904
IP1_peak_1324	Plcb1	phospholipase C, beta 1	chr2	135323829	135323829	1	*	7.38608	Intron (ENSMUST00000131552.4/18795, intron 13 of 32)	2	135249173	135255513	6341	1	18795	ENSMUST00000201524.1	74656	ENSMUSG00000051177
IP1_peak_1416	Skil	SKI-like	chr3	31093326	31093326	1	*	7.38608	Promoter (1-2kb)	3	31095058	31122573	27516	1	20482	ENSMUST00000118470.7	-1732	ENSMUSG00000027660
IP1_peak_1464	Plekho1	pleckstrin homology domain containing, family O member 1	chr3	95973073	95973073	1	*	7.38608	Distal Intergenic	3	95988819	95995668	6850	2	67220	ENSMUST00000123006.7	22595	ENSMUSG00000015745
IP1_peak_1472	Phtf1	putative homeodomain transcription factor 1	chr3	104059102	104059102	1	*	7.38608	Intron (ENSMUST00000064371.13/99470, intron 7 of 21)	3	103996420	103997565	1146	1	18685	ENSMUST00000130385.1	62682	ENSMUSG00000058388
IP1_peak_1663	Nkain1	Na+/K+ transporting ATPase interacting 1	chr4	130547011	130547011	1	*	7.38608	Intron (ENSMUST00000180884.7/67149, intron 1 of 6)	4	130539063	130557988	18926	2	67149	ENSMUST00000180498.1	10977	ENSMUSG00000078532
IP1_peak_1713	Fzd1	frizzled class receptor 1	chr5	4858490	4858490	1	*	7.38608	Intron (ENSMUST00000115451.7/18647, intron 13 of 13)	5	4753839	4758035	4197	2	14362	ENSMUST00000054294.6	-100455	ENSMUSG00000044674
IP1_peak_1735	Afap1	actin filament associated protein 1	chr5	35908267	35908267	1	*	7.38608	Intron (ENSMUST00000064571.10/70292, intron 1 of 16)	5	35913082	35996024	82943	1	70292	ENSMUST00000141824.1	-4815	ENSMUSG00000029094
IP1_peak_1781	Aff1	AF4/FMR2 family, member 1	chr5	103790021	103790021	1	*	7.38608	Intron (ENSMUST00000126335.1/17355, intron 4 of 6)	5	103784359	103811595	27237	1	17355	ENSMUST00000152145.1	5662	ENSMUSG00000029313
IP1_peak_1891	Tex26	testis expressed 26	chr5	149428406	149428406	1	*	7.38608	Intron (ENSMUST00000201641.1/70717, intron 8 of 8)	5	149439660	149470620	30961	1	75860	ENSMUST00000031667.7	-11254	ENSMUSG00000029660
IP1_peak_1971	Wnt7a	wingless-type MMTV integration site family, member 7A	chr6	91359829	91359829	1	*	7.38608	Distal Intergenic	6	91363981	91411363	47383	2	22421	ENSMUST00000032180.6	51534	ENSMUSG00000030093
IP1_peak_2045	Nell1	NEL-like 1	chr7	50242127	50242127	1	*	7.38608	Intron (ENSMUST00000151721.7/338352, intron 7 of 9)	7	50098310	50228861	130552	1	338352	ENSMUST00000154410.1	143817	ENSMUSG00000055409
IP1_peak_2115	4930505K13Rik	RIKEN cDNA 4930505K13 gene	chr7	120157722	120157722	1	*	7.38608	Promoter (1-2kb)	7	120156115	120166000	9886	1	75073	ENSMUST00000208641.1	1607	ENSMUSG00000109414
IP1_peak_2320	Slc37a2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	chr9	37248759	37248759	1	*	7.38608	Intron (ENSMUST00000115068.9/56857, intron 1 of 17)	9	37230316	37255414	25099	2	56857	ENSMUST00000161114.1	6655	ENSMUSG00000032122
IP1_peak_2366	Tle3	transducin-like enhancer of split 3	chr9	61468747	61468747	1	*	7.38608	Distal Intergenic	9	61409937	61418419	8483	1	21887	ENSMUST00000162281.1	58810	ENSMUSG00000032280
IP1_peak_2365	Tle3	transducin-like enhancer of split 3	chr9	61434224	61434224	1	*	7.38597	Distal Intergenic	9	61409937	61418419	8483	1	21887	ENSMUST00000162281.1	24287	ENSMUSG00000032280
IP1_peak_249	Krtap10-23	keratin associated protein 10-23	chr10	77782126	77782126	1	*	7.37241	Promoter (<=1kb)	10	77781850	77782542	693	2	100041281	ENSMUST00000167358.1	416	ENSMUSG00000096481
IP1_peak_58	Mir6352	microRNA 6352	chr1	77497126	77497126	1	*	7.35738	Promoter (<=1kb)	1	77496653	77496768	116	2	102465180	ENSMUST00000184495.1	-358	ENSMUSG00000099141
IP1_peak_993	Pde10a	phosphodiesterase 10A	chr17	8961863	8961863	1	*	7.35738	3' UTR	17	8945569	8982391	36823	1	23984	ENSMUST00000115708.1	16294	ENSMUSG00000023868
IP1_peak_998	Dll1	delta like canonical Notch ligand 1	chr17	15323570	15323570	1	*	7.35738	Distal Intergenic	17	15367525	15368390	866	2	13388	ENSMUST00000140784.1	44820	ENSMUSG00000014773
IP1_peak_1137	Lrp5	low density lipoprotein receptor-related protein 5	chr19	3642059	3642059	1	*	7.35738	Intron (ENSMUST00000025856.16/16973, intron 5 of 22)	19	3584836	3615792	30957	2	16973	ENSMUST00000177294.1	-26267	ENSMUSG00000024913
IP1_peak_1229	Lhx2	LIM homeobox protein 2	chr2	38348446	38348446	1	*	7.35738	Promoter (2-3kb)	2	38350759	38369733	18975	1	16870	ENSMUST00000000253.5	-2313	ENSMUSG00000000247
IP1_peak_1677	Tas1r2	taste receptor, type 1, member 2	chr4	139667955	139667955	1	*	7.35738	Intron (ENSMUST00000030510.13/83770, intron 5 of 5)	4	139653549	139669855	16307	1	83770	ENSMUST00000166773.1	14406	ENSMUSG00000028738
IP1_peak_1686	Dnajc16	DnaJ heat shock protein family (Hsp40) member C16	chr4	141767141	141767141	1	*	7.35738	Intron (ENSMUST00000038014.10/214063, intron 11 of 14)	4	141770076	141774653	4578	2	214063	ENSMUST00000138654.1	7512	ENSMUSG00000040697
IP1_peak_1866	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	chr5	133677159	133677159	1	*	7.35738	Distal Intergenic	5	134099711	134144343	44633	1	80909	ENSMUST00000016088.8	-422552	ENSMUSG00000015944
IP1_peak_2257	A330008L17Rik	RIKEN cDNA A330008L17 gene	chr8	99651124	99651124	1	*	7.35738	Intron (ENSMUST00000153366.1/234624, intron 1 of 4)	8	99416674	99733438	316765	1	234624	ENSMUST00000153366.1	234450	ENSMUSG00000052479
IP1_peak_2329	Fxyd6	FXYD domain-containing ion transport regulator 6	chr9	45380950	45380950	1	*	7.35738	Intron (ENSMUST00000085939.7/59095, intron 1 of 7)	9	45370442	45377348	6907	1	59095	ENSMUST00000215281.1	10508	ENSMUSG00000066705
IP1_peak_2274	Gse1	genetic suppressor element 1, coiled-coil protein	chr8	120265077	120265077	1	*	7.35524	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	120228456	120553634	325179	1	382034	ENSMUST00000180448.2	36621	ENSMUSG00000031822
IP1_peak_1757	Cracd	capping protein inhibiting regulator of actin	chr5	76829134	76829134	1	*	7.25539	Intron (ENSMUST00000128112.7/320827, intron 3 of 3)	5	76840599	76873545	32947	1	320827	ENSMUST00000120639.8	-11465	ENSMUSG00000036377
IP1_peak_1759	Mir1187	microRNA 1187	chr5	82966467	82966467	1	*	7.25539	Distal Intergenic	5	82798944	82799065	122	2	100316803	ENSMUST00000116936.1	-167402	ENSMUSG00000080586
IP1_peak_1921	Kdm7a	lysine (K)-specific demethylase 7A	chr6	39226362	39226362	1	*	7.25539	Distal Intergenic	6	39136623	39206789	70167	2	338523	ENSMUST00000002305.8	-19573	ENSMUSG00000042599
IP1_peak_2368	Tle3	transducin-like enhancer of split 3	chr9	61530621	61530621	1	*	7.25539	Intron (ENSMUST00000214104.1/ENSMUST00000214104.1, intron 4 of 4)	9	61409937	61418419	8483	1	21887	ENSMUST00000162281.1	120684	ENSMUSG00000032280
IP1_peak_1881	Micall2	MICAL-like 2	chr5	139688508	139688508	1	*	7.25375	Distal Intergenic	5	139706886	139710227	3342	2	231830	ENSMUST00000164584.2	21719	ENSMUSG00000036718
IP1_peak_577	Fars2	phenylalanine-tRNA synthetase 2, mitochondrial	chr13	36283394	36283394	1	*	7.20898	Intron (ENSMUST00000021857.12/69955, intron 4 of 6)	13	36326958	36537348	210391	1	69955	ENSMUST00000225948.1	-43564	ENSMUSG00000021420
IP1_peak_801	Myo10	myosin X	chr15	25762098	25762098	1	*	7.20898	Intron (ENSMUST00000110457.7/17909, intron 19 of 40)	15	25758785	25780409	21625	1	17909	ENSMUST00000124966.7	3313	ENSMUSG00000022272
IP1_peak_2106	Rassf10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	chr7	112884108	112884108	1	*	7.20898	Intron (ENSMUST00000084705.11/21676, intron 9 of 11)	7	112953962	112957457	3496	1	78748	ENSMUST00000182858.1	-69854	ENSMUSG00000098132
IP1_peak_359	Myo18a	myosin XVIIIA	chr11	77763930	77763930	1	*	7.20278	Promoter (<=1kb)	11	77763246	77865980	102735	1	360013	ENSMUST00000108375.8	684	ENSMUSG00000000631
IP1_peak_426	Snhg20	small nucleolar RNA host gene 20	chr11	117029021	117029021	1	*	7.20278	Distal Intergenic	11	117076008	117078955	2948	1	76972	ENSMUST00000232695.1	-46987	ENSMUSG00000086859
IP1_peak_894	Etv5	ets variant 5	chr16	22430417	22430417	1	*	7.20278	Intron (ENSMUST00000079601.12/104156, intron 5 of 12)	16	22381316	22436514	55199	2	104156	ENSMUST00000168774.7	6097	ENSMUSG00000013089
IP1_peak_1141	Flrt1	fibronectin leucine rich transmembrane protein 1	chr19	7148316	7148316	1	*	7.20123	Intron (ENSMUST00000040261.6/107227, intron 3 of 10)	19	7092001	7105729	13729	2	396184	ENSMUST00000113383.3	-42587	ENSMUSG00000047787
IP1_peak_1645	Foxo6	forkhead box O6	chr4	120304873	120304873	1	*	7.20123	Distal Intergenic	4	120267079	120287349	20271	2	329934	ENSMUST00000102656.3	-17524	ENSMUSG00000052135
IP1_peak_705	Zmiz1	zinc finger, MIZ-type containing 1	chr14	25317789	25317789	1	*	7.16122	Exon (ENSMUST00000223620.1/ENSMUST00000223620.1, exon 4 of 4)	14	25459185	25538492	79308	1	328365	ENSMUST00000161766.7	-141396	ENSMUSG00000007817
IP1_peak_1718	Speer4d	spermatogenesis associated glutamate (E)-rich protein 4D	chr5	15601707	15601707	1	*	7.1388	Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)	5	15619064	15623864	4801	1	360220	ENSMUST00000095006.8	-17357	ENSMUSG00000070933
IP1_peak_1215	Gm14486	predicted gene 14486	chr2	30693003	30693003	1	*	7.12022	Distal Intergenic	2	30658613	30678011	19399	2	665635	ENSMUST00000144704.1	-14992	NA
IP1_peak_161	Kif26b	kinesin family member 26B	chr1	178893417	178893417	1	*	7.11373	Intron (ENSMUST00000161017.7/269152, intron 10 of 14)	1	178798438	178932855	134418	1	269152	ENSMUST00000160789.1	94979	ENSMUSG00000026494
IP1_peak_375	1700109G15Rik	RIKEN cDNA 1700109G15 gene	chr11	84637427	84637427	1	*	7.00922	Distal Intergenic	11	84716976	84720432	3457	2	78471	ENSMUST00000150735.1	83005	NA
IP1_peak_444	1700101O22Rik	RIKEN cDNA 1700101O22 gene	chr12	6638814	6638814	1	*	7.00922	Distal Intergenic	12	7372039	7380330	8292	2	73575	ENSMUST00000187396.1	741516	ENSMUSG00000102096
IP1_peak_1684	Arhgef10l	Rho guanine nucleotide exchange factor 10-like	chr4	140504469	140504469	1	*	7.00922	Distal Intergenic	4	140544314	140568381	24068	2	72754	ENSMUST00000140403.1	63912	ENSMUSG00000040964
IP1_peak_1901	Foxp2	forkhead box P2	chr6	14900763	14900763	1	*	7.00922	Promoter (<=1kb)	6	14901349	15441977	540629	1	114142	ENSMUST00000115477.7	-586	ENSMUSG00000029563
IP1_peak_2219	Nfix	nuclear factor I/X	chr8	84728762	84728762	1	*	7.00922	Intron (ENSMUST00000109764.7/18032, intron 2 of 10)	8	84708634	84714068	5435	2	18032	ENSMUST00000132236.1	-14694	ENSMUSG00000001911
IP1_peak_662	Enc1	ectodermal-neural cortex 1	chr13	97246404	97246404	1	*	6.96974	Exon (ENSMUST00000041623.8/13803, exon 2 of 3)	13	97241105	97253034	11930	1	13803	ENSMUST00000041623.8	5299	ENSMUSG00000041773
IP1_peak_73	4933400F21Rik	RIKEN cDNA 4933400F21 gene	chr1	89689911	89689911	1	*	6.93929	Intron (ENSMUST00000027521.14/347722, intron 9 of 17)	1	89650529	89683908	33380	2	74403	ENSMUST00000186098.6	-6003	NA
IP1_peak_672	Slc30a5	solute carrier family 30 (zinc transporter), member 5	chr13	101019662	101019662	1	*	6.93929	Distal Intergenic	13	100802648	100833427	30780	2	69048	ENSMUST00000067246.5	-186235	ENSMUSG00000021629
IP1_peak_2287	Cbfa2t3	CBFA2/RUNX1 translocation partner 3	chr8	122709629	122709629	1	*	6.93929	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	122625141	122699109	73969	2	12398	ENSMUST00000127984.8	-10520	ENSMUSG00000006362
IP1_peak_854	7530416G11Rik	RIKEN cDNA 7530416G11 gene	chr15	85494562	85494562	1	*	6.93091	Intron (ENSMUST00000178942.1/328577, intron 3 of 4)	15	85492736	85503227	10492	2	328577	ENSMUST00000178942.1	8665	ENSMUSG00000096607
IP1_peak_149	Igsf8	immunoglobulin superfamily, member 8	chr1	172320368	172320368	1	*	6.9184	Promoter (1-2kb)	1	172318781	172319553	773	1	140559	ENSMUST00000150598.1	1587	ENSMUSG00000038034
IP1_peak_1357	Ctnnbl1	catenin, beta like 1	chr2	157751977	157751977	1	*	6.9184	Intron (ENSMUST00000029178.6/66642, intron 1 of 15)	2	157737401	157891614	154214	1	66642	ENSMUST00000029178.6	14576	ENSMUSG00000027649
IP1_peak_98	Cxcr4	C-X-C motif chemokine receptor 4	chr1	128595772	128595772	1	*	6.91232	Distal Intergenic	1	128589099	128592293	3195	2	12767	ENSMUST00000142893.1	-3479	ENSMUSG00000045382
IP1_peak_17	Semp2l1	SUMO/sentrin specific peptidase 2-like 1	chr1	32645168	32645168	1	*	6.88911	Intron (ENSMUST00000027226.11/170771, intron 8 of 8)	1	32543686	32547294	3609	2	408191	ENSMUST00000171322.2	-97874	ENSMUSG00000091318
IP1_peak_50	Map2	microtubule-associated protein 2	chr1	66228397	66228397	1	*	6.88911	Intron (ENSMUST00000156636.8/17756, intron 1 of 4)	1	66251647	66442581	190935	1	17756	ENSMUST00000114018.9	-23250	ENSMUSG00000015222
IP1_peak_54	Gm8883	predicted gene 8883	chr1	71838034	71838034	1	*	6.88911	Distal Intergenic	1	71888112	71891204	3093	1	667931	ENSMUST00000189680.6	-50078	NA
IP1_peak_118	Rgs13	regulator of G-protein signaling 13	chr1	144177436	144177436	1	*	6.88911	Promoter (<=1kb)	1	144138654	144177372	38719	2	246709	ENSMUST00000052375.7	-64	ENSMUSG00000051079
IP1_peak_163	Tlr5	toll-like receptor 5	chr1	182991550	182991550	1	*	6.88911	Distal Intergenic	1	182954828	182970024	15197	1	53791	ENSMUST00000195614.1	36722	ENSMUSG00000079164
IP1_peak_209	Marcks	myristoylated alanine rich protein kinase C substrate	chr10	37171975	37171975	1	*	6.88911	Distal Intergenic	10	37133375	37138920	5546	2	17118	ENSMUST00000092584.5	-33055	ENSMUSG00000069662
IP1_peak_213	4930591E09Rik	RIKEN cDNA 4930591E09 gene	chr10	37907952	37907952	1	*	6.88911	Distal Intergenic	10	38175780	38181903	6124	1	75877	ENSMUST00000215643.1	-267828	ENSMUSG00000111234
